start,end,file
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 72.733 -to 73.334 -c:a libmp3lame -q:a 2 "audio/your-song/123.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 73.334 -to 73.934 -c:a libmp3lame -q:a 2 "audio/your-song/124.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 73.934 -to 74.535 -c:a libmp3lame -q:a 2 "audio/your-song/125.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 74.535 -to 75.135 -c:a libmp3lame -q:a 2 "audio/your-song/126.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 75.135 -to 75.736 -c:a libmp3lame -q:a 2 "audio/your-song/127.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 75.736 -to 76.336 -c:a libmp3lame -q:a 2 "audio/your-song/128.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 76.336 -to 76.937 -c:a libmp3lame -q:a 2 "audio/your-song/129.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 76.937 -to 77.537 -c:a libmp3lame -q:a 2 "audio/your-song/130.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 77.537 -to 78.138 -c:a libmp3lame -q:a 2 "audio/your-song/131.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 78.138 -to 78.738 -c:a libmp3lame -q:a 2 "audio/your-song/132.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 78.738 -to 79.339 -c:a libmp3lame -q:a 2 "audio/your-song/133.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 79.339 -to 79.940 -c:a libmp3lame -q:a 2 "audio/your-song/134.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 79.940 -to 80.540 -c:a libmp3lame -q:a 2 "audio/your-song/135.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 80.540 -to 81.141 -c:a libmp3lame -q:a 2 "audio/your-song/136.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 81.141 -to 81.741 -c:a libmp3lame -q:a 2 "audio/your-song/137.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 81.741 -to 82.342 -c:a libmp3lame -q:a 2 "audio/your-song/138.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 82.342 -to 82.942 -c:a libmp3lame -q:a 2 "audio/your-song/139.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 82.942 -to 83.543 -c:a libmp3lame -q:a 2 "audio/your-song/140.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 83.543 -to 84.143 -c:a libmp3lame -q:a 2 "audio/your-song/141.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 84.143 -to 84.744 -c:a libmp3lame -q:a 2 "audio/your-song/142.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 84.744 -to 85.344 -c:a libmp3lame -q:a 2 "audio/your-song/143.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 85.344 -to 85.945 -c:a libmp3lame -q:a 2 "audio/your-song/144.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 85.945 -to 86.545 -c:a libmp3lame -q:a 2 "audio/your-song/145.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 86.545 -to 87.146 -c:a libmp3lame -q:a 2 "audio/your-song/146.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 87.146 -to 87.747 -c:a libmp3lame -q:a 2 "audio/your-song/147.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 87.747 -to 88.347 -c:a libmp3lame -q:a 2 "audio/your-song/148.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 88.347 -to 88.948 -c:a libmp3lame -q:a 2 "audio/your-song/149.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 88.948 -to 89.548 -c:a libmp3lame -q:a 2 "audio/your-song/150.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 89.548 -to 90.149 -c:a libmp3lame -q:a 2 "audio/your-song/151.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 90.149 -to 90.749 -c:a libmp3lame -q:a 2 "audio/your-song/152.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 90.749 -to 91.350 -c:a libmp3lame -q:a 2 "audio/your-song/153.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 91.350 -to 91.950 -c:a libmp3lame -q:a 2 "audio/your-song/154.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 91.950 -to 92.551 -c:a libmp3lame -q:a 2 "audio/your-song/155.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 92.551 -to 93.151 -c:a libmp3lame -q:a 2 "audio/your-song/156.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 93.151 -to 93.752 -c:a libmp3lame -q:a 2 "audio/your-song/157.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 93.752 -to 94.352 -c:a libmp3lame -q:a 2 "audio/your-song/158.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 94.352 -to 94.953 -c:a libmp3lame -q:a 2 "audio/your-song/159.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 94.953 -to 95.553 -c:a libmp3lame -q:a 2 "audio/your-song/160.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 95.553 -to 96.154 -c:a libmp3lame -q:a 2 "audio/your-song/161.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 96.154 -to 96.755 -c:a libmp3lame -q:a 2 "audio/your-song/162.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 96.755 -to 97.355 -c:a libmp3lame -q:a 2 "audio/your-song/163.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 97.355 -to 97.956 -c:a libmp3lame -q:a 2 "audio/your-song/164.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 97.956 -to 98.556 -c:a libmp3lame -q:a 2 "audio/your-song/165.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 98.556 -to 99.157 -c:a libmp3lame -q:a 2 "audio/your-song/166.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 99.157 -to 99.757 -c:a libmp3lame -q:a 2 "audio/your-song/167.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 99.757 -to 100.358 -c:a libmp3lame -q:a 2 "audio/your-song/168.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 100.358 -to 100.958 -c:a libmp3lame -q:a 2 "audio/your-song/169.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 100.958 -to 101.559 -c:a libmp3lame -q:a 2 "audio/your-song/170.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 101.559 -to 102.159 -c:a libmp3lame -q:a 2 "audio/your-song/171.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 102.159 -to 102.760 -c:a libmp3lame -q:a 2 "audio/your-song/172.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 102.760 -to 103.360 -c:a libmp3lame -q:a 2 "audio/your-song/173.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 103.360 -to 103.961 -c:a libmp3lame -q:a 2 "audio/your-song/174.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 103.961 -to 104.561 -c:a libmp3lame -q:a 2 "audio/your-song/175.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 104.561 -to 105.162 -c:a libmp3lame -q:a 2 "audio/your-song/176.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 105.162 -to 105.763 -c:a libmp3lame -q:a 2 "audio/your-song/177.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 105.763 -to 106.363 -c:a libmp3lame -q:a 2 "audio/your-song/178.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 106.363 -to 106.964 -c:a libmp3lame -q:a 2 "audio/your-song/179.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 106.964 -to 107.564 -c:a libmp3lame -q:a 2 "audio/your-song/180.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 107.564 -to 108.165 -c:a libmp3lame -q:a 2 "audio/your-song/181.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 108.165 -to 108.765 -c:a libmp3lame -q:a 2 "audio/your-song/182.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 108.765 -to 109.366 -c:a libmp3lame -q:a 2 "audio/your-song/183.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 109.366 -to 109.966 -c:a libmp3lame -q:a 2 "audio/your-song/184.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 109.966 -to 110.567 -c:a libmp3lame -q:a 2 "audio/your-song/185.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 110.567 -to 111.167 -c:a libmp3lame -q:a 2 "audio/your-song/186.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 111.167 -to 111.768 -c:a libmp3lame -q:a 2 "audio/your-song/187.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 111.768 -to 112.368 -c:a libmp3lame -q:a 2 "audio/your-song/188.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 112.368 -to 112.969 -c:a libmp3lame -q:a 2 "audio/your-song/189.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 112.969 -to 113.570 -c:a libmp3lame -q:a 2 "audio/your-song/190.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 113.570 -to 114.170 -c:a libmp3lame -q:a 2 "audio/your-song/191.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 114.170 -to 114.771 -c:a libmp3lame -q:a 2 "audio/your-song/192.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 114.771 -to 115.371 -c:a libmp3lame -q:a 2 "audio/your-song/193.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 115.371 -to 115.972 -c:a libmp3lame -q:a 2 "audio/your-song/194.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 115.972 -to 116.572 -c:a libmp3lame -q:a 2 "audio/your-song/195.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 116.572 -to 117.173 -c:a libmp3lame -q:a 2 "audio/your-song/196.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 117.173 -to 117.773 -c:a libmp3lame -q:a 2 "audio/your-song/197.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 117.773 -to 118.374 -c:a libmp3lame -q:a 2 "audio/your-song/198.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 118.374 -to 118.974 -c:a libmp3lame -q:a 2 "audio/your-song/199.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 118.974 -to 119.575 -c:a libmp3lame -q:a 2 "audio/your-song/200.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 119.575 -to 120.175 -c:a libmp3lame -q:a 2 "audio/your-song/201.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 120.175 -to 120.776 -c:a libmp3lame -q:a 2 "audio/your-song/202.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 120.776 -to 121.376 -c:a libmp3lame -q:a 2 "audio/your-song/203.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 121.376 -to 121.977 -c:a libmp3lame -q:a 2 "audio/your-song/204.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 121.977 -to 122.578 -c:a libmp3lame -q:a 2 "audio/your-song/205.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 122.578 -to 123.178 -c:a libmp3lame -q:a 2 "audio/your-song/206.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 123.178 -to 123.779 -c:a libmp3lame -q:a 2 "audio/your-song/207.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 123.779 -to 124.379 -c:a libmp3lame -q:a 2 "audio/your-song/208.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 124.379 -to 124.980 -c:a libmp3lame -q:a 2 "audio/your-song/209.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 124.980 -to 125.580 -c:a libmp3lame -q:a 2 "audio/your-song/210.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 125.580 -to 126.181 -c:a libmp3lame -q:a 2 "audio/your-song/211.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 126.181 -to 126.781 -c:a libmp3lame -q:a 2 "audio/your-song/212.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 126.781 -to 127.382 -c:a libmp3lame -q:a 2 "audio/your-song/213.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 127.382 -to 127.982 -c:a libmp3lame -q:a 2 "audio/your-song/214.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 127.982 -to 128.583 -c:a libmp3lame -q:a 2 "audio/your-song/215.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 128.583 -to 129.183 -c:a libmp3lame -q:a 2 "audio/your-song/216.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 129.183 -to 129.784 -c:a libmp3lame -q:a 2 "audio/your-song/217.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 129.784 -to 130.384 -c:a libmp3lame -q:a 2 "audio/your-song/218.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 130.384 -to 130.985 -c:a libmp3lame -q:a 2 "audio/your-song/219.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 130.985 -to 131.586 -c:a libmp3lame -q:a 2 "audio/your-song/220.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 131.586 -to 132.186 -c:a libmp3lame -q:a 2 "audio/your-song/221.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 132.186 -to 132.787 -c:a libmp3lame -q:a 2 "audio/your-song/222.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 132.787 -to 133.387 -c:a libmp3lame -q:a 2 "audio/your-song/223.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 133.387 -to 133.988 -c:a libmp3lame -q:a 2 "audio/your-song/224.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 133.988 -to 134.588 -c:a libmp3lame -q:a 2 "audio/your-song/225.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 134.588 -to 135.189 -c:a libmp3lame -q:a 2 "audio/your-song/226.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 135.189 -to 135.789 -c:a libmp3lame -q:a 2 "audio/your-song/227.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 135.789 -to 136.390 -c:a libmp3lame -q:a 2 "audio/your-song/228.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 136.390 -to 136.990 -c:a libmp3lame -q:a 2 "audio/your-song/229.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 136.990 -to 137.591 -c:a libmp3lame -q:a 2 "audio/your-song/230.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 137.591 -to 138.191 -c:a libmp3lame -q:a 2 "audio/your-song/231.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 138.191 -to 138.792 -c:a libmp3lame -q:a 2 "audio/your-song/232.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 138.792 -to 139.393 -c:a libmp3lame -q:a 2 "audio/your-song/233.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 139.393 -to 139.993 -c:a libmp3lame -q:a 2 "audio/your-song/234.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 139.993 -to 140.594 -c:a libmp3lame -q:a 2 "audio/your-song/235.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 140.594 -to 141.194 -c:a libmp3lame -q:a 2 "audio/your-song/236.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 141.194 -to 141.795 -c:a libmp3lame -q:a 2 "audio/your-song/237.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 141.795 -to 142.395 -c:a libmp3lame -q:a 2 "audio/your-song/238.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 142.395 -to 142.996 -c:a libmp3lame -q:a 2 "audio/your-song/239.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 142.996 -to 143.596 -c:a libmp3lame -q:a 2 "audio/your-song/240.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 143.596 -to 144.197 -c:a libmp3lame -q:a 2 "audio/your-song/241.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 144.197 -to 144.797 -c:a libmp3lame -q:a 2 "audio/your-song/242.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 144.797 -to 145.398 -c:a libmp3lame -q:a 2 "audio/your-song/243.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 145.398 -to 145.998 -c:a libmp3lame -q:a 2 "audio/your-song/244.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 145.998 -to 146.599 -c:a libmp3lame -q:a 2 "audio/your-song/245.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 146.599 -to 147.199 -c:a libmp3lame -q:a 2 "audio/your-song/246.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 147.199 -to 147.800 -c:a libmp3lame -q:a 2 "audio/your-song/247.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 147.800 -to 148.401 -c:a libmp3lame -q:a 2 "audio/your-song/248.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 148.401 -to 149.001 -c:a libmp3lame -q:a 2 "audio/your-song/249.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 149.001 -to 149.602 -c:a libmp3lame -q:a 2 "audio/your-song/250.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 149.602 -to 150.202 -c:a libmp3lame -q:a 2 "audio/your-song/251.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 150.202 -to 150.803 -c:a libmp3lame -q:a 2 "audio/your-song/252.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 150.803 -to 151.403 -c:a libmp3lame -q:a 2 "audio/your-song/253.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 151.403 -to 152.004 -c:a libmp3lame -q:a 2 "audio/your-song/254.mp3"
ffmpeg -i "Nathan Evans - Wellerman (Sea Shanty) 1.mp3" -ss 152.004 -to 152.558 -c:a libmp3lame -q:a 2 "audio/your-song/255.mp3"
